cd_ncm_prod_serv,ds_ncm_01,ds_ncm_02,ds_ncm_03,ds_ncm_04,ds_ncm_05,cd_ean_prod_serv,ds_prod_serv,cnpj,cd_prod_serv,estabelecimento
34013000,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, “ceras para dentistas” e composições para dentistas à base de gesso.","Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo que contenham sabão; papel, pastas (ouates), feltros e falsos tecidos, impregnados, revestidos ou recobertos de sabão ou de detergentes.","Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo que contenham sabão","Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo que contenham sabão","Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo que contenham sabão",7898100035687,"SAB LIQ PROTE&CLEAN",00063960004864,00000106326,"WMB SUPERMERCADOS DO BRASIL LTDA."
34022000,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, “ceras para dentistas” e composições para dentistas à base de gesso.","Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.","Preparações acondicionadas para venda a retalho","Preparações acondicionadas para venda a retalho","Preparações acondicionadas para venda a retalho",7896013100515,"DETERG BRILUX 500M UN",39346861007840,111470700500,"CENCOSUD BRASIL COMERCIAL LTDA"
34022000,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, “ceras para dentistas” e composições para dentistas à base de gesso.","Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.","Preparações acondicionadas para venda a retalho","Preparações acondicionadas para venda a retalho","Preparações acondicionadas para venda a retalho",7896098901137,"LIMP YPE MULTIUSO UN",39346861007840,164164200,"CENCOSUD BRASIL COMERCIAL LTDA"
34022000,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, “ceras para dentistas” e composições para dentistas à base de gesso.","Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.","Preparações acondicionadas para venda a retalho","Preparações acondicionadas para venda a retalho","Preparações acondicionadas para venda a retalho",7500435115315,"SAB LIQ ARIE 2L UN",39346861007840,166118800,"CENCOSUD BRASIL COMERCIAL LTDA"
34022000,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, “ceras para dentistas” e composições para dentistas à base de gesso.","Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.","Preparações acondicionadas para venda a retalho","Preparações acondicionadas para venda a retalho","Preparações acondicionadas para venda a retalho",7891150064560,"SAB PO OMO BAG UN",39346861007840,174488800,"CENCOSUD BRASIL COMERCIAL LTDA"
36050000,"Pólvoras e explosivos; artigos de pirotecnia; fósforos; ligas pirofóricas; matérias inflamáveis.","Fósforos, exceto os artigos de pirotecnia da posição 36.04.","Fósforos, exceto os artigos de pirotecnia da posição 36.04.","Fósforos, exceto os artigos de pirotecnia da posição 36.04.","Fósforos, exceto os artigos de pirotecnia da posição 36.04.",7896007912124,"FOSF PINHEIRO C/10 UN",39346861007840,112712200,"CENCOSUD BRASIL COMERCIAL LTDA"
38089419,"Produtos diversos das indústrias químicas.","Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma de artigos, tais como fitas, mechas e velas sulfuradas e papel matamoscas.",Outros:,Desinfetantes,Outros,7891022101300,"KALIPTO 5LT",00063960004864,00000221745,"WMB SUPERMERCADOS DO BRASIL LTDA."
38089419,"Produtos diversos das indústrias químicas.","Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma de artigos, tais como fitas, mechas e velas sulfuradas e papel matamoscas.",Outros:,Desinfetantes,Outros,7891022101300,"KALIPTO 5LT",00063960004864,00000221745,"WMB SUPERMERCADOS DO BRASIL LTDA."
38089429,"Produtos diversos das indústrias químicas.","Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma de artigos, tais como fitas, mechas e velas sulfuradas e papel matamoscas.",Outros:,Desinfetantes,Outros,7891737004880,"DESINF PINHO MM",00063960004864,00980000171,"WMB SUPERMERCADOS DO BRASIL LTDA."
38099190,"Produtos diversos das indústrias químicas.","Agentes de apresto ou de acabamento, aceleradores de tingimento ou de fixação de matérias corantes e outros produtos e preparações (por exemplo, aprestos preparados e preparações mordentes) do tipo utilizado na indústria têxtil, na indústria do papel, na indústria do couro ou em indústrias semelhantes, não especificados nem compreendidos noutras posições.",Outros:,"Do tipo utilizado na indústria têxtil ou nas indústrias semelhantes",Outros,7896098905401,"YPE ACONCHEGO 5LT",00063960004864,00000355669,"WMB SUPERMERCADOS DO BRASIL LTDA."
38099190,"Produtos diversos das indústrias químicas.","Agentes de apresto ou de acabamento, aceleradores de tingimento ou de fixação de matérias corantes e outros produtos e preparações (por exemplo, aprestos preparados e preparações mordentes) do tipo utilizado na indústria têxtil, na indústria do papel, na indústria do couro ou em indústrias semelhantes, não especificados nem compreendidos noutras posições.",Outros:,"Do tipo utilizado na indústria têxtil ou nas indústrias semelhantes",Outros,7891022100624,"MON BIJOU PUREZA 5LT",00063960004864,00000408648,"WMB SUPERMERCADOS DO BRASIL LTDA."
38249989,"Produtos diversos das indústrias químicas.","Aglutinantes preparados para moldes ou para núcleos de fundição; produtos químicos e preparações das indústrias químicas ou das indústrias conexas (incluindo os constituídos por misturas de produtos naturais), não especificados nem compreendidos noutras posições.",Outros:,Outros,Outros,7897534803831,"GEL ASSEPTGEL CRISTAL 52G",12729983000180,018283,"CRISTIANE SANTOS NASCIMENTO ME"
40151900,"Borracha e suas obras.","Vestuário e seus acessórios (incluindo as luvas, mitenes e semelhantes), de borracha vulcanizada não endurecida, para quaisquer usos.","Luvas, mitenes e semelhantes:",Outras,Outras,7896021623440,"LUVA WISH LIMPPANO UN",39346861007840,110403100,"CENCOSUD BRASIL COMERCIAL LTDA"
44111490,"Madeira, carvão vegetal e obras de madeira.","Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos.","Painéis de média densidade (denominados MDF):","De espessura superior a 9 mm",Outros,"SEM GTIN","MDF 18MM 2 FC BRANCO",15182009000138,2210,"MADEIREIRA CRISTO REY IND E COM LT"
48064000,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão.","Papelpergaminho e cartãopergaminho (sulfurizados), papel impermeável a gorduras, papel vegetal, papel cristal e outros papéis calandrados transparentes ou translúcidos, em rolos ou em folhas.","Papel cristal e outros papéis calandrados transparentes ou translúcidos","Papel cristal e outros papéis calandrados transparentes ou translúcidos","Papel cristal e outros papéis calandrados transparentes ou translúcidos",7896300500219,"PAPEL MANTEIGA ALU UN",39346861007840,110543100,"CENCOSUD BRASIL COMERCIAL LTDA"
48181000,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão.","Papel higiênico e papéis semelhantes, pasta (ouate) de celulose ou mantas de fibras de celulose, do tipo utilizado para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em formas próprias; lenços, incluindo os de desmaquiar, toalhas de mão, toalhas de mesa, guardanapos, lençóis e artigos semelhantes, de uso doméstico, de toucador, higiênicos ou hospitalares, vestuário e seus acessórios, de pasta de papel, papel, pasta (ouate) de celulose ou de mantas de fibras de celulose.","Papel higiênico","Papel higiênico","Papel higiênico",7896075301066,"&PH FD MIRAFIORI",00063960004864,00000379319,"WMB SUPERMERCADOS DO BRASIL LTDA."
48183000,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão.","Papel higiênico e papéis semelhantes, pasta (ouate) de celulose ou mantas de fibras de celulose, do tipo utilizado para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em formas próprias; lenços, incluindo os de desmaquiar, toalhas de mão, toalhas de mesa, guardanapos, lençóis e artigos semelhantes, de uso doméstico, de toucador, higiênicos ou hospitalares, vestuário e seus acessórios, de pasta de papel, papel, pasta (ouate) de celulose ou de mantas de fibras de celulose.","Toalhas de mesa e guardanapos","Toalhas de mesa e guardanapos","Toalhas de mesa e guardanapos",7896075300281,"GUARD MASCOT FD",00063960004864,00000250781,"WMB SUPERMERCADOS DO BRASIL LTDA."
48183000,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão.","Papel higiênico e papéis semelhantes, pasta (ouate) de celulose ou mantas de fibras de celulose, do tipo utilizado para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em formas próprias; lenços, incluindo os de desmaquiar, toalhas de mão, toalhas de mesa, guardanapos, lençóis e artigos semelhantes, de uso doméstico, de toucador, higiênicos ou hospitalares, vestuário e seus acessórios, de pasta de papel, papel, pasta (ouate) de celulose ou de mantas de fibras de celulose.","Toalhas de mesa e guardanapos","Toalhas de mesa e guardanapos","Toalhas de mesa e guardanapos","SEM GTIN","PAP TOAL ABSOL UN",39346861007840,161590400,"CENCOSUD BRASIL COMERCIAL LTDA"
48195000,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão.","Caixas, sacos, bolsas, cartuchos e outras embalagens, de papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose; cartonagens para escritórios, lojas e estabelecimentos semelhantes.","Outras embalagens, incluindo as capas para discos","Outras embalagens, incluindo as capas para discos","Outras embalagens, incluindo as capas para discos","SEM GTIN",Embalagem,07069951000166,40002,"FGF ALIMENTOS LTDA"
48232099,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão.","Outros papéis, cartões, pasta (ouate) de celulose e mantas de fibras de celulose, cortados em forma própria; outras obras de pasta de papel, papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose.","Papelfiltro e cartãofiltro","Papelfiltro e cartãofiltro",Outros,7891021001885,"FILTR PAP MELIT UN",39346861007840,110788300,"CENCOSUD BRASIL COMERCIAL LTDA"
63079010,"Outros artigos têxteis confeccionados; sortidos; artigos de matérias têxteis e artigos de uso semelhante, usados; trapos.","Outros artigos confeccionados, incluindo os moldes para vestuário.",Outros,Outros,"De falso tecido","SEM GTIN","MASCARA PROT TECIDO",15507356000193,105928,"R R INDUSTRIACOMERCIO PANIFICACAO LTDA"
64022000,"Calçado, polainas e artigos semelhantes; suas partes.","Outro calçado com sola exterior e parte superior de borracha ou plástico.","Calçado com parte superior em tiras ou correias, fixados à sola por pregos, tachas, pinos e semelhantes","Calçado com parte superior em tiras ou correias, fixados à sola por pregos, tachas, pinos e semelhantes","Calçado com parte superior em tiras ou correias, fixados à sola por pregos, tachas, pinos e semelhantes","SEM GTIN","HAVAIANAS IPE BEGE PALHA/AMAZONIA 45/46",41987967000943,022089,"JOHNREGIS COM. DISTRIBUIDORA. E REPR. LTDA 0009"
68053090,"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes.","Abrasivos naturais ou artificiais, em pó ou em grãos, aplicados sobre matérias têxteis, papel, cartão ou outras matérias, mesmo recortados, costurados ou reunidos de outro modo.","Aplicados sobre outras matérias","Aplicados sobre outras matérias",Outros,7891040229451,"PACK SB MISTO",00063960004864,00000396658,"WMB SUPERMERCADOS DO BRASIL LTDA."
68053090,"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes.","Abrasivos naturais ou artificiais, em pó ou em grãos, aplicados sobre matérias têxteis, papel, cartão ou outras matérias, mesmo recortados, costurados ou reunidos de outro modo.","Aplicados sobre outras matérias","Aplicados sobre outras matérias",Outros,7898314205326,"ESPONJ PZ D F L4P3 UN",39346861007840,155531400,"CENCOSUD BRASIL COMERCIAL LTDA"
73231000,"Obras de ferro fundido, ferro ou aço.","Serviços de mesa, artigos de cozinha e outros artigos de uso doméstico, e suas partes, de ferro fundido, ferro ou aço; palha de ferro ou aço; esponjas, esfregões, luvas e artigos semelhantes para limpeza, polimento ou usos semelhantes, de ferro ou aço.","Palha de ferro ou aço; esponjas, esfregões, luvas e artigos semelhantes para limpeza, polimento ou usos semelhantes","Palha de ferro ou aço; esponjas, esfregões, luvas e artigos semelhantes para limpeza, polimento ou usos semelhantes","Palha de ferro ou aço; esponjas, esfregões, luvas e artigos semelhantes para limpeza, polimento ou usos semelhantes",7891022101003,"LA ACO BOMBRIL 60G UN",39346861007840,109940000,"CENCOSUD BRASIL COMERCIAL LTDA"
82121020,"Ferramentas, artigos de cutelaria e talheres, e suas partes, de metais comuns.","Navalhas e aparelhos, de barbear, e suas lâminas (incluindo os esboços em tiras).","Navalhas e aparelhos, de barbear","Navalhas e aparelhos, de barbear",Aparelhos,7891051020573,"AP PRESTOB MOVEL UN",39346861007840,51409700,"CENCOSUD BRASIL COMERCIAL LTDA"
82121020,"Ferramentas, artigos de cutelaria e talheres, e suas partes, de metais comuns.","Navalhas e aparelhos, de barbear, e suas lâminas (incluindo os esboços em tiras).","Navalhas e aparelhos, de barbear","Navalhas e aparelhos, de barbear",Aparelhos,7891051020573,"AP PRESTOB MOVEL UN",39346861007840,51409700,"CENCOSUD BRASIL COMERCIAL LTDA"
96032100,"Obras diversas.","Vassouras e escovas, mesmo constituindo partes de máquinas, de aparelhos ou de veículos, vassouras mecânicas de uso manual não motorizadas, pincéis e espanadores; cabeças preparadas para escovas, pincéis e artigos semelhantes; bonecas e rolos para pintura; rodos de borracha ou de matérias flexíveis semelhantes.","Escovas de dentes, escovas e pincéis de barba, escovas para cabelo, para cílios ou para unhas e outras escovas de toucador de pessoas, incluindo as que sejam partes de aparelhos:","Escovas de dentes, incluindo as escovas para dentaduras","Escovas de dentes, incluindo as escovas para dentaduras","SEM GTIN","ESC D COLG CLA CL L3P2",61412110043474,685674,"DROGARIA SAO PAULO SA"
96032100,"Obras diversas.","Vassouras e escovas, mesmo constituindo partes de máquinas, de aparelhos ou de veículos, vassouras mecânicas de uso manual não motorizadas, pincéis e espanadores; cabeças preparadas para escovas, pincéis e artigos semelhantes; bonecas e rolos para pintura; rodos de borracha ou de matérias flexíveis semelhantes.","Escovas de dentes, escovas e pincéis de barba, escovas para cabelo, para cílios ou para unhas e outras escovas de toucador de pessoas, incluindo as que sejam partes de aparelhos:","Escovas de dentes, incluindo as escovas para dentaduras","Escovas de dentes, incluindo as escovas para dentaduras",7891024102213,"ESC DENT COLG TWIS UN",39346861007840,145608500,"CENCOSUD BRASIL COMERCIAL LTDA"
96034010,"Obras diversas.","Vassouras e escovas, mesmo constituindo partes de máquinas, de aparelhos ou de veículos, vassouras mecânicas de uso manual não motorizadas, pincéis e espanadores; cabeças preparadas para escovas, pincéis e artigos semelhantes; bonecas e rolos para pintura; rodos de borracha ou de matérias flexíveis semelhantes.","Escovas e pincéis, para pintar, caiar, envernizar ou semelhantes (exceto os pincéis da subposição 9603.30); bonecas e rolos para pintura","Escovas e pincéis, para pintar, caiar, envernizar ou semelhantes (exceto os pincéis da subposição 9603.30); bonecas e rolos para pintura",Rolos,7891595000116,"ROLO DE ESPUMA POLIE 05CM C/CABO MET. - REF 430 05",04917916000161,000445,"LG FORTES EIRELI - ME"
96084000,"Obras diversas.","Canetas esferográficas; canetas e marcadores, com ponta de feltro ou com outras pontas porosas; canetastinteiro (canetas de tinta permanente*) e outras canetas; estiletes para duplicadores; lapiseiras; canetas portapenas, portalápis e artigos semelhantes; suas partes (incluindo as tampas e prendedores), exceto os artigos da posição 96.09.",Lapiseiras,Lapiseiras,Lapiseiras,7896098901090,"LA ACO ASSOLAN UN",39346861007840,164218500,"CENCOSUD BRASIL COMERCIAL LTDA"
96084000,"Obras diversas.","Canetas esferográficas; canetas e marcadores, com ponta de feltro ou com outras pontas porosas; canetastinteiro (canetas de tinta permanente*) e outras canetas; estiletes para duplicadores; lapiseiras; canetas portapenas, portalápis e artigos semelhantes; suas partes (incluindo as tampas e prendedores), exceto os artigos da posição 96.09.",Lapiseiras,Lapiseiras,Lapiseiras,7891025111993,"IOG DAN FT VERM170 UN",39346861007840,170867900100,"CENCOSUD BRASIL COMERCIAL LTDA"
96084000,"Obras diversas.","Canetas esferográficas; canetas e marcadores, com ponta de feltro ou com outras pontas porosas; canetastinteiro (canetas de tinta permanente*) e outras canetas; estiletes para duplicadores; lapiseiras; canetas portapenas, portalápis e artigos semelhantes; suas partes (incluindo as tampas e prendedores), exceto os artigos da posição 96.09.",Lapiseiras,Lapiseiras,Lapiseiras,"SEM GTIN","PAO FRANCES KG KG",39346861007840,119581902,"CENCOSUD BRASIL COMERCIAL LTDA"
96084000,"Obras diversas.","Canetas esferográficas; canetas e marcadores, com ponta de feltro ou com outras pontas porosas; canetastinteiro (canetas de tinta permanente*) e outras canetas; estiletes para duplicadores; lapiseiras; canetas portapenas, portalápis e artigos semelhantes; suas partes (incluindo as tampas e prendedores), exceto os artigos da posição 96.09.",Lapiseiras,Lapiseiras,Lapiseiras,7896098901090,"LA ACO ASSOLAN UN",39346861007840,164218500,"CENCOSUD BRASIL COMERCIAL LTDA"
96084000,"Obras diversas.","Canetas esferográficas; canetas e marcadores, com ponta de feltro ou com outras pontas porosas; canetastinteiro (canetas de tinta permanente*) e outras canetas; estiletes para duplicadores; lapiseiras; canetas portapenas, portalápis e artigos semelhantes; suas partes (incluindo as tampas e prendedores), exceto os artigos da posição 96.09.",Lapiseiras,Lapiseiras,Lapiseiras,"SEM GTIN","PAO FRANCES KG KG",39346861007840,119581902,"CENCOSUD BRASIL COMERCIAL LTDA"
96084000,"Obras diversas.","Canetas esferográficas; canetas e marcadores, com ponta de feltro ou com outras pontas porosas; canetastinteiro (canetas de tinta permanente*) e outras canetas; estiletes para duplicadores; lapiseiras; canetas portapenas, portalápis e artigos semelhantes; suas partes (incluindo as tampas e prendedores), exceto os artigos da posição 96.09.",Lapiseiras,Lapiseiras,Lapiseiras,7896495003588,"GEL ANTI-SEP PURE HAND",39346861007921,178535,"CENCOSUD BRASIL COMERCIAL LTDA"
96084000,"Obras diversas.","Canetas esferográficas; canetas e marcadores, com ponta de feltro ou com outras pontas porosas; canetastinteiro (canetas de tinta permanente*) e outras canetas; estiletes para duplicadores; lapiseiras; canetas portapenas, portalápis e artigos semelhantes; suas partes (incluindo as tampas e prendedores), exceto os artigos da posição 96.09.",Lapiseiras,Lapiseiras,Lapiseiras,"SEM GTIN","PAO FRANCES KG KG",39346861007840,119581902,"CENCOSUD BRASIL COMERCIAL LTDA"
96084000,"Obras diversas.","Canetas esferográficas; canetas e marcadores, com ponta de feltro ou com outras pontas porosas; canetastinteiro (canetas de tinta permanente*) e outras canetas; estiletes para duplicadores; lapiseiras; canetas portapenas, portalápis e artigos semelhantes; suas partes (incluindo as tampas e prendedores), exceto os artigos da posição 96.09.",Lapiseiras,Lapiseiras,Lapiseiras,"SEM GTIN","PAO FRANCES KG KG",39346861007840,119581902,"CENCOSUD BRASIL COMERCIAL LTDA"
96084000,"Obras diversas.","Canetas esferográficas; canetas e marcadores, com ponta de feltro ou com outras pontas porosas; canetastinteiro (canetas de tinta permanente*) e outras canetas; estiletes para duplicadores; lapiseiras; canetas portapenas, portalápis e artigos semelhantes; suas partes (incluindo as tampas e prendedores), exceto os artigos da posição 96.09.",Lapiseiras,Lapiseiras,Lapiseiras,"SEM GTIN","PAO FRANCES KG KG",39346861007840,119581902,"CENCOSUD BRASIL COMERCIAL LTDA"
96084000,"Obras diversas.","Canetas esferográficas; canetas e marcadores, com ponta de feltro ou com outras pontas porosas; canetastinteiro (canetas de tinta permanente*) e outras canetas; estiletes para duplicadores; lapiseiras; canetas portapenas, portalápis e artigos semelhantes; suas partes (incluindo as tampas e prendedores), exceto os artigos da posição 96.09.",Lapiseiras,Lapiseiras,Lapiseiras,"SEM GTIN","PAO FRANCES KG KG",39346861007840,119581902,"CENCOSUD BRASIL COMERCIAL LTDA"
96084000,"Obras diversas.","Canetas esferográficas; canetas e marcadores, com ponta de feltro ou com outras pontas porosas; canetastinteiro (canetas de tinta permanente*) e outras canetas; estiletes para duplicadores; lapiseiras; canetas portapenas, portalápis e artigos semelhantes; suas partes (incluindo as tampas e prendedores), exceto os artigos da posição 96.09.",Lapiseiras,Lapiseiras,Lapiseiras,"SEM GTIN","PAO FRANCES KG KG",39346861007840,119581902,"CENCOSUD BRASIL COMERCIAL LTDA"
96190000,"Obras diversas.","Absorventes (Pensos*) e tampões higiênicos, cueiros e fraldas para bebês e artigos higiênicos semelhantes, de qualquer matéria.","Absorventes (Pensos*) e tampões higiênicos, cueiros e fraldas para bebês e artigos higiênicos semelhantes, de qualquer matéria.","Absorventes (Pensos*) e tampões higiênicos, cueiros e fraldas para bebês e artigos higiênicos semelhantes, de qualquer matéria.","Absorventes (Pensos*) e tampões higiênicos, cueiros e fraldas para bebês e artigos higiênicos semelhantes, de qualquer matéria.",7896007549375,"ABS INTIMUS",00063960004864,00980003065,"WMB SUPERMERCADOS DO BRASIL LTDA."
96190000,"Obras diversas.","Absorventes (Pensos*) e tampões higiênicos, cueiros e fraldas para bebês e artigos higiênicos semelhantes, de qualquer matéria.","Absorventes (Pensos*) e tampões higiênicos, cueiros e fraldas para bebês e artigos higiênicos semelhantes, de qualquer matéria.","Absorventes (Pensos*) e tampões higiênicos, cueiros e fraldas para bebês e artigos higiênicos semelhantes, de qualquer matéria.","Absorventes (Pensos*) e tampões higiênicos, cueiros e fraldas para bebês e artigos higiênicos semelhantes, de qualquer matéria.",7896007549375,"ABS INTIMUS",00063960004864,00980003065,"WMB SUPERMERCADOS DO BRASIL LTDA."
